Instance type,Instance family,Instance size,Availability zones,Free-Tier eligible,Bare metal,Hypervisor,vCPUs,Architecture,Cores,Valid cores,Threads per core,Valid threads per core,Sustained clock speed (GHz),Memory (GiB),Storage (GB),Local instance storage,Storage type,Storage disk count,EBS encryption support,EBS optimization support,Network performance,ENA support,Maximum number of network interfaces,IPv4 addresses per interface,IPv6 addresses per interface,IPv6 support,Supported placement group strategies,GPUs,FPGAs,Auto Recovery support,Supported root device types,Dedicated Host support,On-Demand Hibernation support,Burstable Performance support,Current generation,On-Demand Linux pricing,On-Demand Windows pricing
m6g.xlarge,m6g,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,16,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,0.154 USD per Hour,
m6g.2xlarge,m6g,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,32,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,0.308 USD per Hour,
m6g.4xlarge,m6g,4xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,64,-,-,-,-,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,0.616 USD per Hour,
m6g.8xlarge,m6g,8xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,128,-,-,-,-,supported,default,12 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,1.232 USD per Hour,
m6g.12xlarge,m6g,12xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.5,192,-,-,-,-,supported,default,20 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,1.848 USD per Hour,
m6g.16xlarge,m6g,16xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.5,256,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,2.464 USD per Hour,
m6g.metal,m6g,metal,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,true,,64,arm64,64,-,1,-,2.5,256,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,2.464 USD per Hour,
m6gd.medium,m6gd,medium,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,1,arm64,1,-,1,-,2.5,4,59,true,ssd,1,supported,default,Up to 10 Gigabit,required,2,4,4,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,0.0452 USD per Hour,
m6gd.large,m6gd,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,2,arm64,2,"1,2",1,1,2.5,8,118,true,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,0.0904 USD per Hour,
m6gd.xlarge,m6gd,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,16,237,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,0.1808 USD per Hour,
m6gd.2xlarge,m6gd,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,32,474,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,0.3616 USD per Hour,
m6gd.4xlarge,m6gd,4xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,64,950,true,ssd,1,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,0.7232 USD per Hour,
m6gd.8xlarge,m6gd,8xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,128,1900,true,ssd,1,supported,default,12 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,1.4464 USD per Hour,
m6gd.12xlarge,m6gd,12xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.5,192,2850,true,ssd,2,supported,default,20 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,2.1696 USD per Hour,
m6gd.16xlarge,m6gd,16xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.5,256,3800,true,ssd,2,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,2.8928 USD per Hour,
m6gd.metal,m6gd,metal,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,true,,64,arm64,64,-,1,-,2.5,256,3800,true,ssd,2,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,2.8928 USD per Hour,
m6i.large,m6i,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,2,x86_64,1,1,2,"1,2",3.5,8,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,0.096 USD per Hour,0.188 USD per Hour
m6i.xlarge,m6i,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,16,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,0.192 USD per Hour,0.376 USD per Hour
m6i.2xlarge,m6i,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.5,32,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,0.384 USD per Hour,0.752 USD per Hour
m6i.4xlarge,m6i,4xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.5,64,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,0.768 USD per Hour,1.504 USD per Hour
m6i.8xlarge,m6i,8xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.5,128,-,-,-,-,supported,default,12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,1.536 USD per Hour,3.008 USD per Hour
m6i.12xlarge,m6i,12xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.5,192,-,-,-,-,supported,default,18.75 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,2.304 USD per Hour,4.512 USD per Hour
m6i.16xlarge,m6i,16xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.5,256,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,3.072 USD per Hour,6.016 USD per Hour
m6i.24xlarge,m6i,24xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,384,-,-,-,-,supported,default,37.5 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,4.608 USD per Hour,9.024 USD per Hour
m6i.32xlarge,m6i,32xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,128,x86_64,64,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,512,-,-,-,-,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,6.144 USD per Hour,12.032 USD per Hour
m6i.metal,m6i,metal,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,true,,128,x86_64,64,-,2,-,3.5,512,-,-,-,-,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,6.144 USD per Hour,12.032 USD per Hour
mac1.metal,mac1,metal,"us-east-1a, us-east-1b",false,true,,12,x86_64_mac,6,-,2,-,3.2,32,-,-,-,-,supported,default,25 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,,
p2.xlarge,p2,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e",false,false,xen,4,x86_64,2,"1,2",2,"1,2",2.7,61,-,-,-,-,supported,default,High,supported,4,15,15,true,"cluster, partition, spread",1,-,true,ebs,true,-,-,true,0.9 USD per Hour,1.084 USD per Hour
p2.8xlarge,p2,8xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e",false,false,xen,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",2.7,488,-,-,-,-,supported,default,10 Gigabit,supported,8,30,30,true,"cluster, partition, spread",8,-,true,ebs,true,-,-,true,7.2 USD per Hour,8.672 USD per Hour
p2.16xlarge,p2,16xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e",false,false,xen,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.3,732,-,-,-,-,supported,default,25 Gigabit,supported,8,30,30,true,"cluster, partition, spread",16,-,true,ebs,true,-,-,true,14.4 USD per Hour,17.344 USD per Hour
p3.2xlarge,p3,2xlarge,"us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.7,61,-,-,-,-,supported,default,Up to 10 Gigabit,supported,4,15,15,true,"cluster, partition, spread",1,-,true,ebs,true,-,-,true,3.06 USD per Hour,3.428 USD per Hour
p3.8xlarge,p3,8xlarge,"us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,xen,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",2.7,244,-,-,-,-,supported,default,10 Gigabit,supported,8,30,30,true,"cluster, partition, spread",4,-,true,ebs,true,-,-,true,12.24 USD per Hour,13.712 USD per Hour
p3.16xlarge,p3,16xlarge,"us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,xen,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.7,488,-,-,-,-,supported,default,25 Gigabit,supported,8,30,30,true,"cluster, partition, spread",8,-,true,ebs,true,-,-,true,24.48 USD per Hour,27.424 USD per Hour
p3dn.24xlarge,p3dn,24xlarge,"us-east-1b, us-east-1c",false,false,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",2.5,768,1800,true,ssd,2,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",8,-,-,ebs,-,-,-,true,31.212 USD per Hour,35.628 USD per Hour
p4d.24xlarge,p4d,24xlarge,"us-east-1b, us-east-1c, us-east-1d",false,false,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3,1152,8000,true,ssd,8,supported,default,4x 100 Gigabit,required,60,50,50,true,"cluster, partition, spread",8,-,-,ebs,true,-,-,true,32.7726 USD per Hour,
r3.large,r3,large,"us-east-1a, us-east-1b, us-east-1d, us-east-1e",false,false,xen,2,x86_64,1,1,2,"1,2",2.5,15,32,true,ssd,1,supported,unsupported,Moderate,unsupported,3,10,10,true,"cluster, partition, spread",-,-,true,"ebs, instance-store",true,true,-,false,0.166 USD per Hour,0.291 USD per Hour
r3.xlarge,r3,xlarge,"us-east-1a, us-east-1b, us-east-1d, us-east-1e",false,false,xen,4,x86_64,2,"1,2",2,"1,2",2.5,30.5,80,true,ssd,1,supported,supported,Moderate,unsupported,4,15,15,true,"cluster, partition, spread",-,-,true,"ebs, instance-store",true,true,-,false,0.333 USD per Hour,0.583 USD per Hour
r3.2xlarge,r3,2xlarge,"us-east-1a, us-east-1b, us-east-1d, us-east-1e",false,false,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.5,61,160,true,ssd,1,supported,supported,High,unsupported,4,15,15,true,"cluster, partition, spread",-,-,true,"ebs, instance-store",true,true,-,false,0.665 USD per Hour,1.045 USD per Hour
r3.4xlarge,r3,4xlarge,"us-east-1a, us-east-1b, us-east-1d, us-east-1e",false,false,xen,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",2.5,122,320,true,ssd,1,supported,supported,High,unsupported,8,30,30,true,"cluster, partition, spread",-,-,true,"ebs, instance-store",true,true,-,false,1.33 USD per Hour,1.944 USD per Hour
r3.8xlarge,r3,8xlarge,"us-east-1a, us-east-1b, us-east-1d, us-east-1e",false,false,xen,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",2.5,244,640,true,ssd,2,supported,unsupported,10 Gigabit,unsupported,8,30,30,true,"cluster, partition, spread",-,-,true,"ebs, instance-store",true,-,-,false,2.66 USD per Hour,3.5 USD per Hour
r4.large,r4,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e, us-east-1f",false,false,xen,2,x86_64,1,1,2,"1,2",2.3,15.3,-,-,-,-,supported,default,Up to 10 Gigabit,supported,3,10,10,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,0.133 USD per Hour,0.225 USD per Hour
r4.xlarge,r4,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e, us-east-1f",false,false,xen,4,x86_64,2,"1,2",2,"1,2",2.3,30.5,-,-,-,-,supported,default,Up to 10 Gigabit,supported,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,0.266 USD per Hour,0.45 USD per Hour
r4.2xlarge,r4,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e, us-east-1f",false,false,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.3,61,-,-,-,-,supported,default,Up to 10 Gigabit,supported,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,0.532 USD per Hour,0.9 USD per Hour
r4.4xlarge,r4,4xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e, us-east-1f",false,false,xen,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",2.3,122,-,-,-,-,supported,default,Up to 10 Gigabit,supported,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,1.064 USD per Hour,1.8 USD per Hour
r4.8xlarge,r4,8xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e, us-east-1f",false,false,xen,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",2.3,244,-,-,-,-,supported,default,10 Gigabit,supported,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,2.128 USD per Hour,3.6 USD per Hour
r4.16xlarge,r4,16xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e, us-east-1f",false,false,xen,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.3,488,-,-,-,-,supported,default,25 Gigabit,supported,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,4.256 USD per Hour,7.2 USD per Hour
r5.large,r5,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,2,x86_64,1,1,2,"1,2",3.1,16,-,-,-,-,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,0.126 USD per Hour,0.218 USD per Hour
r5.xlarge,r5,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,4,x86_64,2,2,2,"1,2",3.1,32,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,0.252 USD per Hour,0.436 USD per Hour
r5.2xlarge,r5,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,64,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,0.504 USD per Hour,0.872 USD per Hour
r5.4xlarge,r5,4xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.1,128,-,-,-,-,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,1.008 USD per Hour,1.744 USD per Hour
r5.8xlarge,r5,8xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.1,256,-,-,-,-,supported,default,10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,2.016 USD per Hour,3.488 USD per Hour
r5.12xlarge,r5,12xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.1,384,-,-,-,-,supported,default,10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,3.024 USD per Hour,5.232 USD per Hour
r5.16xlarge,r5,16xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.1,512,-,-,-,-,supported,default,20 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,4.032 USD per Hour,6.976 USD per Hour
r5.24xlarge,r5,24xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.1,768,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,6.048 USD per Hour,10.464 USD per Hour
r5.metal,r5,metal,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,true,,96,x86_64,48,-,2,-,3.1,768,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,6.048 USD per Hour,10.464 USD per Hour
r5a.large,r5a,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,2,x86_64,1,1,2,"1,2",2.5,16,-,-,-,-,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,true,ebs,-,true,-,true,0.113 USD per Hour,0.205 USD per Hour
r5a.xlarge,r5a,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,4,x86_64,2,2,2,"1,2",2.5,32,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,-,true,-,true,0.226 USD per Hour,0.41 USD per Hour
r5a.2xlarge,r5a,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,8,x86_64,4,"2,4",2,"1,2",2.5,64,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,-,true,-,true,0.452 USD per Hour,0.82 USD per Hour
r5a.4xlarge,r5a,4xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",2.5,128,-,-,-,-,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,-,true,-,true,0.904 USD per Hour,1.64 USD per Hour
r5a.8xlarge,r5a,8xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,32,x86_64,16,"4,6,8,10,12,14,16",2,"1,2",2.5,256,-,-,-,-,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,-,-,-,true,1.808 USD per Hour,3.28 USD per Hour
r5a.12xlarge,r5a,12xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,48,x86_64,24,"6,12,18,24",2,"1,2",2.5,384,-,-,-,-,supported,default,10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,-,-,-,true,2.712 USD per Hour,4.92 USD per Hour
r5a.16xlarge,r5a,16xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,64,x86_64,32,"8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.5,512,-,-,-,-,supported,default,12 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,-,-,-,true,3.616 USD per Hour,6.56 USD per Hour
r5a.24xlarge,r5a,24xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,96,x86_64,48,"12,18,24,36,48",2,"1,2",2.5,768,-,-,-,-,supported,default,20 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,-,-,-,true,5.424 USD per Hour,9.84 USD per Hour
r5ad.large,r5ad,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,2,x86_64,1,1,2,"1,2",2.2,16,75,true,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,-,ebs,-,true,-,true,0.131 USD per Hour,0.223 USD per Hour
r5ad.xlarge,r5ad,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,4,x86_64,2,2,2,"1,2",2.2,32,150,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,-,true,-,true,0.262 USD per Hour,0.446 USD per Hour
r5ad.2xlarge,r5ad,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,8,x86_64,4,"2,4",2,"1,2",2.2,64,300,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,-,true,-,true,0.524 USD per Hour,0.892 USD per Hour
r5ad.4xlarge,r5ad,4xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",2.2,128,600,true,ssd,2,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,-,true,-,true,1.048 USD per Hour,1.784 USD per Hour
r5ad.8xlarge,r5ad,8xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,32,x86_64,16,"4,6,8,10,12,14,16",2,"1,2",2.5,256,1200,true,ssd,2,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,-,-,-,true,2.096 USD per Hour,3.568 USD per Hour
r5ad.12xlarge,r5ad,12xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,48,x86_64,24,"6,12,18,24",2,"1,2",2.2,384,1800,true,ssd,2,supported,default,10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,-,-,-,true,3.144 USD per Hour,5.352 USD per Hour
r5ad.16xlarge,r5ad,16xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,64,x86_64,32,"8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.5,512,2400,true,ssd,4,supported,default,12 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,-,-,-,true,4.192 USD per Hour,7.136 USD per Hour
r5ad.24xlarge,r5ad,24xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,96,x86_64,48,"12,18,24,36,48",2,"1,2",2.2,768,3600,true,ssd,4,supported,default,20 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,-,-,-,true,6.288 USD per Hour,10.704 USD per Hour
r5b.large,r5b,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,nitro,2,x86_64,1,1,2,"1,2",3.1,16,-,-,-,-,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,0.149 USD per Hour,0.241 USD per Hour
r5b.xlarge,r5b,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.1,32,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,0.298 USD per Hour,0.482 USD per Hour
